nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp,ola,dpto_cod
7202,3,3,2,2,40,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7202,4,3,4,3,23,2,1,1,4,NA,NA,NA,826,NA,3,Paysandu
7202,13,1,1,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7204,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7204,2,1,4,1,36,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7204,3,1,2,2,31,2,7,NA,NA,NA,NA,NA,2600,NA,3,Paysandu
7204,4,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7204,5,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7204,6,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7205,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7205,2,3,2,1,41,2,1,2,9,NA,NA,3,1874,NA,3,Paysandu
7205,4,1,4,4,15,2,6,NA,NA,NA,NA,NA,890,NA,3,Paysandu
7205,13,1,1,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7206,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7206,2,2,4,1,50,1,1,2,9,NA,NA,1,NA,NA,3,Paysandu
7206,3,2,2,2,50,2,6,NA,NA,NA,NA,3,2235,NA,3,Paysandu
7206,5,1,4,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7206,6,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7206,7,1,5,3,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7208,1,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7208,2,1,2,1,63,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7208,3,1,2,2,38,2,7,NA,NA,NA,NA,NA,1600,NA,3,Paysandu
7208,4,1,2,3,21,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7208,5,1,2,3,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7208,6,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7209,1,1,4,4,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7209,3,2,4,1,41,2,1,2,5,NA,NA,1,1600,NA,3,Paysandu
7209,5,1,4,4,21,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7209,6,1,5,4,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7209,7,1,4,4,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7209,13,2,4,2,26,1,1,2,6,NA,NA,NA,NA,NA,3,Paysandu
7210,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7210,2,2,4,1,45,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7210,3,2,5,2,40,2,1,2,9,NA,NA,2,2500,NA,3,Paysandu
7210,5,1,4,3,17,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7210,7,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7210,8,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7212,1,1,5,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7212,3,4,9,1,43,2,1,1,2,NA,NA,1,NA,NA,3,Paysandu
7212,4,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7212,5,1,4,4,23,1,1,1,5,NA,NA,NA,NA,NA,3,Paysandu
7212,6,1,2,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,2,1,1,4,14,1,9,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,4,4,4,1,42,2,2,NA,NA,NA,NA,NA,2200,NA,3,Paysandu
7213,5,1,4,4,19,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,6,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,7,1,3,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,8,1,3,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7213,10,1,2,10,58,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7213,13,1,4,4,17,2,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,1,1,1,4,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,2,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,4,4,4,1,42,2,2,NA,NA,NA,NA,NA,2200,NA,3,Paysandu
7214,5,1,4,4,19,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,6,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,7,1,3,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,8,1,3,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7214,10,1,2,10,98,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7214,13,1,4,4,17,2,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7216,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7216,3,1,5,1,40,2,1,2,5,NA,NA,6,2907,NA,3,Paysandu
7216,4,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7216,5,1,2,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7216,6,1,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7216,13,1,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7216,14,1,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7217,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7217,2,3,4,1,33,1,1,2,5,NA,NA,NA,365,NA,3,Paysandu
7217,3,3,4,2,34,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7217,4,5,2,12,87,2,5,NA,NA,999999,NA,NA,NA,NA,3,Paysandu
7217,5,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7218,1,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7218,2,5,2,2,75,1,4,NA,NA,999999,NA,NA,NA,NA,3,Paysandu
7218,3,4,2,1,48,2,1,2,5,NA,NA,NA,2100,NA,3,Paysandu
7218,5,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7219,1,1,2,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7219,2,5,2,2,75,1,4,NA,NA,999999,NA,NA,NA,NA,3,Paysandu
7219,3,4,2,1,48,2,1,2,5,NA,NA,NA,2100,NA,3,Paysandu
7219,5,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7221,1,1,2,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7221,2,3,2,1,60,1,4,NA,NA,28000,NA,NA,NA,NA,3,Paysandu
7221,3,3,2,2,39,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7222,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7222,2,3,2,1,38,1,1,1,10,NA,NA,NA,NA,NA,3,Paysandu
7222,3,3,4,2,36,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7222,4,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7222,5,5,4,8,76,2,5,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7223,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7223,2,3,2,1,49,1,1,2,5,NA,NA,1,NA,NA,3,Paysandu
7223,3,3,4,2,46,2,1,5,9,NA,NA,NA,NA,NA,3,Paysandu
7223,5,1,4,3,24,1,1,2,9,NA,NA,1,NA,NA,3,Paysandu
7223,6,2,4,3,21,1,1,2,9,NA,NA,1,NA,NA,3,Paysandu
7223,7,1,4,3,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7223,8,1,4,3,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7223,13,2,4,6,19,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7223,14,1,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7224,1,1,4,3,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7224,2,3,2,1,53,1,1,2,5,NA,NA,2,NA,NA,3,Paysandu
7224,3,3,2,2,55,2,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7224,4,1,7,3,27,2,1,1,3,NA,NA,2,NA,NA,3,Paysandu
7224,5,1,7,3,23,1,1,1,3,NA,NA,2,NA,NA,3,Paysandu
7224,6,5,2,8,84,2,4,NA,NA,999999,NA,2,NA,NA,3,Paysandu
7225,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7225,3,4,2,1,32,2,1,5,5,NA,NA,NA,1500,NA,3,Paysandu
7225,4,4,4,8,55,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7225,5,1,4,10,22,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7225,6,1,5,10,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7225,13,1,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7226,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7226,2,3,2,2,70,1,5,NA,NA,4663,NA,NA,NA,NA,3,Paysandu
7226,3,3,5,1,55,2,6,NA,NA,NA,NA,NA,1683,NA,3,Paysandu
7226,4,1,2,3,28,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7226,5,1,2,3,27,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7226,6,1,2,3,25,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7226,7,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7226,13,1,NA,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7226,14,1,NA,6,37,1,1,5,9,NA,NA,NA,NA,NA,3,Paysandu
7227,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7227,2,4,2,1,40,2,1,2,9,NA,NA,3,NA,NA,3,Paysandu
7227,3,1,2,4,20,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7227,4,1,2,4,19,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7227,5,1,2,4,15,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7227,6,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7228,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7228,2,2,4,1,41,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7228,3,2,4,2,40,2,1,2,5,NA,NA,NA,1500,NA,3,Paysandu
7228,4,1,4,3,21,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7228,5,1,9,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7228,6,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7228,7,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7230,1,1,2,4,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7230,2,1,2,1,40,2,1,2,9,NA,NA,3,NA,NA,3,Paysandu
7230,3,1,2,4,20,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7230,4,1,2,4,19,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7230,5,1,3,4,14,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7230,6,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7231,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7231,3,1,9,1,32,2,1,6,5,NA,NA,NA,2000,NA,3,Paysandu
7231,4,1,2,4,12,1,NA,NA,NA,NA,NA,4,NA,NA,3,Paysandu
7231,5,1,2,4,8,2,NA,NA,NA,NA,NA,4,NA,NA,3,Paysandu
7232,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7232,2,2,2,2,41,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7232,3,2,2,1,36,2,1,6,9,NA,NA,3,1000,NA,3,Paysandu
7232,5,1,2,3,18,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7232,6,1,2,3,16,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7232,7,1,2,3,20,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7232,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7233,1,1,2,4,15,1,9,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7233,2,1,2,4,15,2,9,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7233,3,4,4,1,36,2,2,NA,NA,NA,NA,9,1300,NA,3,Paysandu
7233,4,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7233,13,1,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7233,14,1,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7233,15,1,4,4,18,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7234,2,1,2,4,15,1,9,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7234,1,1,2,4,15,2,9,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7234,3,4,4,1,36,2,2,NA,NA,NA,NA,9,1300,NA,3,Paysandu
7234,4,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7234,13,1,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7234,14,1,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7234,15,1,4,4,18,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7235,1,1,5,7,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7235,2,1,2,4,34,2,1,4,5,NA,NA,3,999999,NA,3,Paysandu
7235,3,4,2,1,59,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7235,4,1,2,2,64,1,1,6,9,NA,NA,1,NA,NA,3,Paysandu
7235,6,1,2,4,19,1,1,6,9,NA,NA,1,NA,NA,3,Paysandu
7236,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7236,2,2,4,1,58,1,1,6,3,NA,NA,NA,NA,NA,3,Paysandu
7236,3,2,4,2,32,2,1,2,5,NA,NA,NA,1600,NA,3,Paysandu
7236,4,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7237,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7237,2,2,4,1,45,1,1,6,8,NA,NA,1,NA,NA,3,Paysandu
7237,3,2,4,2,44,2,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7237,4,1,4,3,20,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7237,5,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7237,6,1,4,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7237,7,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7238,1,1,2,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7238,2,3,5,1,47,1,4,NA,NA,8400,NA,NA,NA,NA,3,Paysandu
7238,3,3,2,2,41,2,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7238,4,1,10,3,21,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7238,5,1,4,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7238,6,3,2,4,82,1,4,NA,NA,2900,NA,NA,NA,NA,3,Paysandu
7238,7,3,2,8,76,2,5,NA,NA,1500,NA,NA,NA,NA,3,Paysandu
7239,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7239,3,2,2,1,34,2,1,6,9,NA,NA,1,1360,NA,3,Paysandu
7239,13,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7239,14,1,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7239,15,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7239,16,2,4,2,34,1,1,2,9,NA,NA,1,NA,NA,3,Paysandu
7240,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7240,2,4,2,1,46,2,1,2,99,NA,NA,3,2700,NA,3,Paysandu
7240,3,2,4,4,30,2,1,9,99,NA,NA,NA,NA,NA,3,Paysandu
7240,5,1,4,4,25,2,1,2,99,NA,NA,9,NA,NA,3,Paysandu
7240,6,2,4,4,23,2,1,2,99,NA,NA,9,NA,NA,3,Paysandu
7240,13,2,NA,6,25,1,1,2,99,NA,NA,NA,NA,NA,3,Paysandu
7240,14,2,NA,6,22,1,1,2,99,NA,NA,NA,NA,NA,3,Paysandu
7240,15,1,2,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7240,16,1,1,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7241,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7241,3,2,5,1,44,2,2,NA,NA,NA,NA,3,2960,NA,3,Paysandu
7241,7,1,2,4,20,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7241,8,1,2,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7241,9,1,2,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7241,13,2,2,2,35,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7242,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7242,2,3,5,1,62,1,1,2,3,NA,NA,NA,NA,NA,3,Paysandu
7242,3,3,4,2,48,2,1,5,5,NA,NA,NA,794,NA,3,Paysandu
7242,4,1,4,3,26,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7242,5,1,4,3,23,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7242,7,1,4,3,18,1,1,3,3,NA,NA,NA,NA,NA,3,Paysandu
7243,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7243,2,2,4,2,39,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7243,3,2,4,1,35,2,1,2,4,NA,NA,3,280,NA,3,Paysandu
7243,4,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7243,5,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7243,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7244,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7244,2,3,2,1,31,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7244,3,3,2,2,32,2,6,NA,NA,NA,NA,NA,2000,NA,3,Paysandu
7244,5,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7244,6,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7244,13,1,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7245,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7245,2,2,2,12,36,2,1,5,9,NA,NA,3,1864,NA,3,Artigas
7245,3,1,4,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7245,4,1,2,5,18,1,1,5,9,NA,NA,NA,NA,NA,3,Artigas
7245,5,1,NA,9,80,2,5,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7245,6,2,5,1,45,1,1,5,9,NA,NA,NA,NA,NA,3,Artigas
7246,1,1,2,5,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7246,2,2,2,12,37,2,6,NA,NA,1400,NA,NA,NA,NA,3,Artigas
7246,5,1,4,5,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7246,6,1,2,5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7246,7,1,2,5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7246,13,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7246,14,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7246,15,2,2,1,28,1,1,6,9,NA,NA,NA,NA,NA,3,Artigas
7249,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7249,4,1,3,1,49,2,6,NA,NA,NA,NA,3,1700,NA,3,Artigas
7249,8,1,4,4,17,2,7,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7249,9,1,5,4,20,1,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7250,1,1,5,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7250,2,3,5,1,45,1,1,6,9,NA,NA,3,1236,NA,3,Artigas
7250,3,3,4,2,47,2,6,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7251,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7251,2,1,2,1,30,2,1,2,9,1200,NA,NA,1200,NA,3,Artigas
7251,13,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7252,1,1,5,3,14,2,3,NA,NA,NA,NA,NA,1200,NA,3,Artigas
7252,2,2,2,12,43,2,1,2,9,NA,NA,3,NA,NA,3,Artigas
7252,3,2,2,1,51,1,1,2,9,NA,NA,NA,NA,NA,3,Artigas
7253,1,1,2,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7253,2,3,2,1,69,1,1,2,9,NA,NA,1,400,NA,3,Artigas
7253,3,3,2,2,57,2,1,2,9,NA,NA,1,NA,NA,3,Artigas
7254,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7254,2,1,4,1,40,2,2,NA,NA,3500,NA,3,3700,NA,3,Artigas
7254,4,1,5,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7254,5,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7254,6,1,4,4,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7255,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7255,2,1,4,1,32,2,1,2,9,1200,NA,3,1200,NA,3,Artigas
7256,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7256,2,1,2,1,40,2,1,2,9,NA,NA,NA,1300,NA,3,Artigas
7256,3,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7256,4,1,4,4,18,1,1,2,9,NA,NA,NA,NA,NA,3,Artigas
7258,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,800,NA,3,Artigas
7258,2,3,5,2,52,2,6,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7258,5,3,4,1,64,1,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7259,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7259,2,2,2,1,33,1,1,2,9,NA,NA,NA,NA,NA,3,Artigas
7259,3,2,2,12,34,2,1,2,9,NA,NA,NA,1600,NA,3,Artigas
7259,4,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7260,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7260,3,5,2,1,42,2,6,NA,NA,12000,NA,NA,1800,NA,3,Artigas
7260,5,1,4,4,22,1,1,1,9,NA,NA,NA,NA,NA,3,Artigas
7260,6,1,4,4,21,1,7,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7260,7,1,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7260,13,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7261,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7261,2,2,4,1,39,1,1,5,5,NA,NA,NA,1236,NA,3,Artigas
7261,3,2,2,2,33,2,1,5,5,NA,NA,NA,NA,NA,3,Artigas
7262,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7262,2,3,5,1,46,1,1,1,10,NA,NA,NA,700,NA,3,Artigas
7262,3,3,4,2,47,2,1,1,1,NA,NA,NA,NA,NA,3,Artigas
7262,5,1,4,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,1,1,4,3,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,2,3,2,1,51,1,1,1,1,NA,NA,3,2700,NA,3,Artigas
7263,3,3,2,2,47,2,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,4,1,5,3,21,2,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,7,1,4,3,17,1,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,8,1,4,3,15,1,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,9,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,10,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,11,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7263,12,1,4,3,21,2,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,1,1,4,3,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,2,3,2,1,51,1,1,1,1,NA,NA,3,2700,NA,3,Artigas
7264,3,3,2,2,47,2,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,4,1,5,3,21,2,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,7,1,4,3,17,1,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,8,1,4,3,15,1,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,9,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,10,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,11,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7264,12,1,4,3,21,2,2,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7266,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Artigas
7266,2,2,5,1,40,1,1,6,7,NA,NA,NA,NA,NA,3,Artigas
