nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp,ola,dpto_cod
1585,4,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1585,5,1,4,3,16,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1586,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1586,4,3,4,1,33,2,1,1,9,NA,NA,NA,1600,NA,3,Montevideo
1586,5,1,2,4,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1586,13,3,5,2,37,1,1,1,10,NA,NA,NA,NA,NA,3,Montevideo
1587,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1587,2,4,5,1,43,2,1,2,5,NA,NA,NA,1300,NA,3,Montevideo
1587,3,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1588,3,4,10,1,53,2,1,2,2,NA,NA,1,NA,NA,3,Montevideo
1589,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1589,2,3,4,1,35,1,1,2,5,NA,NA,NA,2900,NA,3,Montevideo
1589,3,3,4,2,38,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1589,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1589,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1589,14,1,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1589,15,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1589,16,1,1,3,999,2,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1590,3,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1590,2,2,5,2,38,2,1,2,9,NA,NA,3,2000,NA,3,Montevideo
1590,1,1,4,4,15,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1590,4,1,1,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1590,5,1,3,4,18,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1590,13,1,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1590,14,2,4,1,35,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1592,1,1,4,4,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1592,2,1,4,1,48,2,1,2,3,NA,NA,NA,360,NA,3,Montevideo
1596,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1596,2,4,5,1,43,2,1,6,NA,NA,NA,3,2919,NA,3,Montevideo
1596,4,1,1,4,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1596,5,1,1,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1596,13,2,1,2,47,1,1,6,NA,NA,NA,NA,NA,NA,3,Montevideo
1597,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1597,2,3,4,1,50,1,1,2,7,NA,NA,1,NA,NA,3,Montevideo
1597,3,3,4,2,37,2,1,2,9,NA,NA,1,1600,NA,3,Montevideo
1597,4,1,4,3,15,1,3,NA,NA,NA,NA,1,NA,NA,3,Montevideo
1598,1,1,2,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1598,2,3,4,2,37,1,1,2,3,NA,NA,NA,NA,NA,3,Montevideo
1598,3,3,7,1,37,2,1,1,2,NA,NA,NA,NA,NA,3,Montevideo
1598,13,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1600,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1600,3,5,4,1,35,2,1,6,5,NA,NA,3,2200,NA,3,Montevideo
1600,4,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1600,5,1,2,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1600,6,1,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1600,13,1,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1600,14,1,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1603,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1603,2,3,5,1,58,1,1,1,3,NA,NA,1,NA,NA,3,Montevideo
1603,3,3,4,2,56,2,1,1,4,NA,NA,2,NA,NA,3,Montevideo
1603,5,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1604,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1604,2,3,4,1,35,1,1,2,9,0,NA,1,NA,NA,3,Montevideo
1604,3,3,4,2,37,2,1,2,7,NA,NA,1,2400,NA,3,Montevideo
1604,4,1,4,5,19,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1604,5,1,4,5,18,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1604,6,2,4,99,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1604,7,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1604,13,1,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1608,1,1,4,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1608,2,4,9,1,38,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1608,3,1,4,5,18,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1608,4,3,2,8,60,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1608,5,1,4,10,28,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1608,13,1,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,1,1,4,13,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,9,4,5,13,44,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1609,10,1,1,13,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,11,1,1,13,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,12,1,2,13,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,13,1,2,13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,14,1,2,13,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,15,1,2,13,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1609,16,1,2,13,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1612,1,1,2,13,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1612,13,1,9,1,33,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1612,14,1,2,13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1612,15,1,2,13,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1612,16,1,4,13,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1612,17,1,5,13,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1615,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1615,3,3,4,1,32,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1615,4,3,4,2,31,2,1,1,9,NA,NA,NA,NA,NA,3,Montevideo
1615,13,1,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1616,1,1,2,4,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1616,2,2,2,2,30,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1616,3,2,2,1,32,2,6,NA,NA,NA,NA,1,1960,NA,3,Montevideo
1616,4,1,3,4,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1616,5,1,2,3,9,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
1616,6,1,2,3,8,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
1616,13,1,4,4,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1616,14,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1617,1,1,3,4,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1617,2,2,2,2,30,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1617,3,2,2,1,32,2,6,NA,NA,NA,NA,1,1960,NA,3,Montevideo
1617,4,1,2,4,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1617,5,1,2,3,9,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
1617,6,1,2,3,8,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
1617,13,1,4,4,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1617,14,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1618,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1618,2,3,9,1,43,1,1,6,2,NA,NA,NA,NA,NA,3,Montevideo
1618,3,3,10,2,43,2,1,1,2,NA,NA,NA,NA,NA,3,Montevideo
1618,4,1,5,3,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1620,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1620,2,3,9,1,51,1,1,1,2,NA,NA,1,999999,NA,3,Montevideo
1620,3,3,9,2,51,2,1,2,2,NA,NA,NA,NA,NA,3,Montevideo
1621,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1621,3,4,2,1,48,2,1,1,9,NA,NA,1,NA,NA,3,Montevideo
1623,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1623,2,3,5,2,42,1,1,6,3,NA,NA,1,NA,2000,3,Montevideo
1623,3,3,10,1,42,2,1,5,2,NA,NA,NA,NA,7000,3,Montevideo
1623,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1624,1,1,2,3,16,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1624,2,3,2,2,44,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1624,3,3,2,1,39,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1624,4,1,2,3,21,1,1,6,9,NA,NA,NA,NA,NA,3,Montevideo
1624,8,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1624,13,1,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1626,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1626,2,3,10,2,49,1,1,1,1,NA,NA,1,NA,NA,3,Montevideo
1626,3,3,4,1,42,2,1,1,1,NA,NA,1,NA,NA,3,Montevideo
1626,4,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1629,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1629,2,3,2,2,42,1,1,6,9,NA,NA,NA,NA,NA,3,Montevideo
1629,3,3,2,1,37,2,1,6,9,NA,NA,NA,1000,NA,3,Montevideo
1629,4,1,9,3,19,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1630,1,1,5,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1630,3,4,4,1,48,2,1,2,5,NA,NA,3,1680,NA,3,Montevideo
1630,5,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1631,1,1,5,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1631,3,2,2,1,49,2,1,2,5,1500,NA,3,1500,NA,3,Montevideo
1631,4,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1631,5,1,2,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1631,13,2,4,2,53,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
1634,1,1,4,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1634,13,2,4,1,65,2,1,5,9,4087,NA,1,1560,NA,3,Montevideo
1634,14,2,2,2,58,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1634,15,1,4,7,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1634,16,1,4,7,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1634,17,1,2,7,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1637,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1637,2,3,4,1,48,1,1,2,4,NA,NA,1,NA,3000,3,Montevideo
1637,3,3,7,2,46,2,1,1,2,NA,NA,1,700,NA,3,Montevideo
1637,4,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1641,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1641,2,2,2,1,34,2,1,1,9,NA,NA,1,NA,NA,3,Montevideo
1641,13,2,2,2,40,1,5,NA,NA,3000,NA,1,NA,NA,3,Montevideo
1643,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1643,2,3,10,1,47,1,1,1,2,NA,NA,1,NA,NA,3,Montevideo
1643,3,3,9,2,47,2,1,1,3,NA,NA,NA,NA,NA,3,Montevideo
1643,4,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1643,13,1,2,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1644,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1644,2,3,2,1,43,1,1,2,8,NA,NA,1,NA,NA,3,Montevideo
1644,3,3,2,2,40,2,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1644,4,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1645,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1645,2,1,10,1,47,2,1,4,5,NA,NA,1,NA,NA,3,Montevideo
1645,3,1,9,4,25,1,1,4,8,NA,NA,1,NA,NA,3,Montevideo
1649,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1649,2,3,4,2,46,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1649,3,3,9,1,44,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1649,4,1,10,3,22,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1650,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1650,2,3,4,1,46,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1650,3,3,5,2,44,2,1,2,4,NA,NA,1,NA,NA,3,Montevideo
1650,4,1,4,3,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1651,1,1,4,13,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1651,3,1,4,2,34,2,1,2,9,NA,NA,NA,1600,NA,3,Montevideo
1651,4,1,4,1,38,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1651,6,1,2,13,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1652,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1652,2,3,2,1,39,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1652,3,3,4,2,41,2,1,4,5,NA,NA,1,1200,NA,3,Montevideo
1652,4,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1653,1,1,4,10,14,2,3,NA,NA,1000,NA,NA,NA,NA,3,Montevideo
1653,4,1,4,1,26,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1655,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1655,2,4,4,1,43,2,1,2,9,NA,NA,NA,180,NA,3,Montevideo
1655,3,1,4,4,19,1,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1655,4,1,4,4,18,1,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1655,5,5,1,8,69,2,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1655,6,3,1,8,75,1,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1657,1,1,2,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1657,2,2,4,2,46,1,1,1,2,NA,NA,NA,NA,NA,3,Montevideo
1657,3,3,4,1,47,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1659,1,1,4,5,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1659,3,2,4,2,35,2,1,6,5,NA,NA,NA,NA,NA,3,Canelones
1659,13,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1659,14,2,2,1,41,1,1,6,5,NA,NA,NA,NA,NA,3,Canelones
1661,1,1,NA,99,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1661,2,1,5,1,37,2,1,6,99,NA,NA,NA,2644,NA,3,Canelones
1661,5,1,2,4,18,1,1,2,9,NA,NA,NA,NA,NA,3,Canelones
1661,6,2,2,4,17,1,1,6,9,NA,NA,NA,NA,NA,3,Canelones
1661,7,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1661,8,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1661,9,1,2,4,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1662,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1662,2,5,2,8,72,2,4,NA,NA,7000,NA,1,NA,NA,3,Canelones
1662,3,1,2,1,53,1,1,1,9,NA,NA,1,700,NA,3,Canelones
1663,1,1,2,7,13,2,NA,NA,NA,NA,NA,1,650,NA,3,Canelones
1663,3,5,2,1,63,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1663,4,1,2,4,22,2,1,2,5,NA,NA,NA,NA,NA,3,Canelones
1663,5,1,2,4,29,1,2,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1663,6,1,2,4,38,1,2,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1663,7,4,2,4,32,2,1,2,8,NA,NA,1,NA,NA,3,Canelones
1663,8,1,2,7,8,2,NA,NA,NA,NA,NA,NA,650,NA,3,Canelones
1667,1,1,5,7,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1667,2,3,5,1,53,1,1,2,4,NA,NA,1,1100,NA,3,Canelones
1667,3,3,2,2,51,2,1,2,4,NA,NA,1,NA,NA,3,Canelones
1667,4,1,4,7,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1667,5,1,4,3,23,2,1,1,3,NA,NA,NA,NA,NA,3,Canelones
1668,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1668,4,1,2,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1668,5,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1668,6,1,4,4,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1668,13,4,5,1,47,2,1,6,5,NA,NA,3,2000,NA,3,Canelones
1668,14,1,5,4,26,2,1,2,9,NA,NA,NA,1400,NA,3,Canelones
1668,15,1,1,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1668,16,1,1,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,1,1,3,6,14,1,9,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,2,2,2,2,60,1,7,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,3,3,2,1,56,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,4,2,2,3,32,2,7,NA,NA,NA,NA,NA,2000,2800,3,Canelones
1670,5,1,2,3,31,1,1,2,9,NA,NA,NA,NA,NA,3,Canelones
1670,6,1,2,3,27,2,1,1,9,NA,NA,NA,NA,NA,3,Canelones
1670,7,1,2,3,22,1,7,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,8,1,2,3,18,2,7,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,9,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,10,1,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,11,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,12,1,2,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1670,13,1,99,6,29,1,1,2,9,NA,NA,NA,NA,NA,3,Canelones
1672,1,1,4,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1672,2,1,4,4,36,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1672,13,4,10,1,74,2,1,2,5,5400,NA,1,NA,NA,3,Montevideo
1673,1,1,4,13,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1673,2,5,2,1,43,1,1,5,5,NA,NA,3,2225,NA,3,Montevideo
1673,4,1,4,13,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1673,5,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1676,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1676,3,2,5,1,35,2,6,NA,NA,NA,NA,NA,2235,NA,3,Montevideo
1676,4,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1676,13,2,99,2,21,1,1,1,5,NA,NA,NA,NA,NA,3,Montevideo
1676,14,1,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1681,2,1,5,1,62,1,2,NA,NA,NA,NA,1,NA,NA,3,Montevideo
1682,1,1,5,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1682,2,3,4,1,38,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1682,3,3,4,2,34,2,1,6,9,NA,NA,NA,1300,NA,3,Montevideo
1682,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1682,13,1,4,11,18,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1683,1,1,2,3,14,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1683,2,3,2,1,44,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1683,3,3,5,2,40,2,2,NA,NA,NA,NA,3,1673,NA,3,Montevideo
1683,4,2,5,3,23,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1683,5,2,5,3,19,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1683,6,2,2,3,17,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1683,7,1,2,3,15,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1683,8,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1683,13,1,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1684,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1684,2,4,4,1,45,2,1,2,5,NA,NA,NA,1350,NA,3,Montevideo
1684,6,1,5,4,16,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1685,1,1,2,3,15,1,1,2,5,NA,NA,9,NA,NA,3,Montevideo
1685,2,2,2,2,48,1,1,2,5,NA,NA,9,NA,NA,3,Montevideo
1685,3,2,2,1,34,2,2,NA,NA,NA,NA,3,3153,NA,3,Montevideo
1685,4,1,4,3,14,1,1,2,5,NA,NA,9,NA,NA,3,Montevideo
1685,5,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1685,6,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1685,7,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1685,13,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1685,14,1,1,3,999,2,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1685,15,1,1,3,999,1,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1686,1,1,4,3,14,1,1,2,5,NA,NA,9,NA,NA,3,Montevideo
1686,2,2,2,2,48,1,1,2,5,NA,NA,9,NA,NA,3,Montevideo
1686,3,2,2,1,34,2,2,NA,NA,NA,NA,3,3153,NA,3,Montevideo
1686,4,1,2,3,15,1,1,2,5,NA,NA,9,NA,NA,3,Montevideo
1686,5,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1686,6,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1686,7,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1686,13,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1686,14,1,1,3,999,2,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1686,15,1,1,3,999,1,9,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1687,1,1,2,3,15,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1687,2,3,2,1,32,1,1,5,9,NA,NA,NA,NA,NA,3,Montevideo
1687,3,3,4,2,30,2,1,5,9,4700,NA,2,2000,NA,3,Montevideo
1687,4,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1687,5,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1687,13,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1688,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1688,3,4,4,1,34,2,1,1,5,NA,NA,1,1270,NA,3,Montevideo
1688,4,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1688,13,1,5,10,21,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
1689,1,1,2,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1689,2,1,4,2,36,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1689,3,1,4,1,31,2,1,2,5,NA,NA,3,1000,NA,3,Montevideo
1689,13,1,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1690,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1690,2,2,2,2,35,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1690,3,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1690,4,2,4,1,37,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1691,1,1,4,3,13,1,NA,NA,NA,0,0,9,NA,2,3,Montevideo
1691,2,3,1,1,34,2,6,NA,NA,0,0,3,2044,2,3,Montevideo
1691,3,3,4,2,37,1,1,2,8,0,0,9,NA,800,3,Montevideo
1691,6,1,2,3,7,1,NA,NA,NA,0,0,9,NA,NA,3,Montevideo
1691,13,1,1,3,5,2,NA,NA,NA,0,0,9,NA,2,3,Montevideo
